onset	duration	trial_type	pmod_accuracy
12.0599527263641	11.0	false_belief	1
100.592968931198	11.0	false_belief	1
159.598307123184	11.0	false_belief	1
218.636990060806	11.0	false_belief	1
248.147995939255	11.0	false_belief	1
336.681011190414	11.0	false_belief	1
395.703021993637	11.0	false_belief	1
425.214028348923	11.0	false_belief	1
513.747042884827	11.0	false_belief	1
572.769053926468	11.0	false_belief	1
41.5709578895569	11.0	false_photo	0
71.0652911567688	11.0	false_photo	1
130.087301959991	11.0	false_photo	1
189.142657747269	11.0	false_photo	1
277.675673952103	11.0	false_photo	1
307.170007696152	11.0	false_photo	1
366.208690395355	11.0	false_photo	1
454.725033035278	11.0	false_photo	1
484.236037721634	11.0	false_photo	1
543.274722328186	11.0	false_photo	1
23.0307106876373	4.58395433425903	rating	1
52.5417172813416	2.91401672363281	rating	0
82.0527217292786	3.08694934844971	rating	1
111.56372713089	2.41712880134583	rating	1
141.074732055664	3.72058892250061	rating	1
170.602411022186	3.47156190872192	rating	1
200.113416185379	2.97464680671692	rating	1
229.624421348572	2.78631973266602	rating	1
259.13542555809	2.57123351097107	rating	1
288.646432151794	2.09399580955505	rating	1
318.15743683815	1.67449712753296	rating	1
347.668442716599	2.33078217506409	rating	1
377.17944811821	2.224613904953	rating	1
406.690452804565	2.47261023521423	rating	1
436.201457967758	3.18685507774353	rating	1
465.71246336937	3.62367963790894	rating	1
495.223469009399	2.22437000274658	rating	1
524.734473695755	2.78958225250244	rating	1
554.245479097366	3.78662180900574	rating	1
583.756484975815	3.240562915802	rating	1
