onset	duration	trial_type	pmod_accuracy
12.0653057003021	11.0	false_belief	1
101.081835260391	11.0	false_belief	1
160.087173452377	11.0	false_belief	1
219.125856628418	11.0	false_belief	1
248.636862030029	11.0	false_belief	1
337.169878473282	11.0	false_belief	1
396.191888561249	11.0	false_belief	1
425.70289396286	11.0	false_belief	1
514.235910406113	11.0	false_belief	0
573.257920255661	11.0	false_belief	1
41.5596382522583	11.0	false_photo	1
71.554156293869	11.0	false_photo	1
130.576167573929	11.0	false_photo	0
189.614851942062	11.0	false_photo	0
278.147867670059	11.0	false_photo	1
307.658873310089	11.0	false_photo	1
366.680882444382	11.0	false_photo	1
455.21389960289	11.0	false_photo	1
484.724904050827	11.0	false_photo	1
543.763587703705	11.0	false_photo	1
23.0360636615753	5.49450349807739	rating	1
52.5470688247681	6.46270418167114	rating	1
82.5415875816345	5.45045757293701	rating	1
112.052593698502	2.69654631614685	rating	1
141.563598861694	3.78277611732483	rating	0
171.091277112961	3.17363595962524	rating	1
200.602282514572		rating	0
230.113286724091	2.66653323173523	rating	1
259.624293079376	3.01972699165344	rating	1
289.135297288895	2.93616366386414	rating	1
318.646302928925	3.64595007896423	rating	1
348.157309522629	3.84405660629272	rating	1
377.668313970566	3.30189204216003	rating	1
407.179319133759	3.08241701126099	rating	1
436.690325250626	3.17989587783813	rating	1
466.201330413818	2.48716259002686	rating	1
495.71233581543	2.2948522567749	rating	1
525.223340501785	0.0024764537811279	rating	0
554.734345664978	2.46318435668945	rating	1
584.245351066589	4.79694294929504	rating	1
