src_subject_id,session_id,run_id,param_counterbalance_ver,param_block_num,param_trial_num,param_cond_type_num,param_cond_type_string,param_normative_response,param_ques_type_string,param_image_num,param_image_filename,param_trigger_onset,param_start_biopac,event01_fixation,event01_fixation_dur,event01_blockquestion_onset,event01_block_isi_blacksreen,event01_blockquestion_dur,event02_image_onset,event02_image_dur,event03_response_onset,event03_response_key,event03_response_keyname,event03_RT,event04_shortquestion_onset,param_end_instruct_onset,param_experiment_duration,RAW_e1_fixation,RAW_e1_fixation_biopac,RAW_e1_blockquestion_onset,RAW_e1_blockquestion_onset_biopac,RAW_e1_block_isi_blacksreen,RAW_e2_image_onset,RAW_e2_image_onset_biopac,RAW_e3_response_onset,RAW_e4_shortquestion_onset,RAW_param_end_instruct_onset,accuracy
55,4,2,3,1,1,4,c4_HowHand,1,reaching?,107,H_007.jpg,1629914852.7757,1629914852.77839,0.0247452163696287,0.0322377681732178,0.0747628116607664,2.10885499954224,2.03409218788147,2.25891183853149,1.10040974617004,3.36149715423584,1,left,1.07797002792358,3.35932158470154,604.483493556976,607.243493556976,1629914855.56044,1629914855.56546,1629914855.61046,1629914855.61274,1629914857.64455,1629914857.79461,1629914857.79663,1629914858.8972,1629914858.89502,1629915460.01919,1
55,4,2,3,1,2,4,c4_HowHand,2,reaching?,108,H_532.jpg,1629914852.7757,1629914852.77839,0.0247452163696287,0.0322377681732178,0.0747628116607664,2.10885499954224,0.3,3.67610692024231,0.866989850997925,4.54510902404785,3,right,0.852910995483398,4.54309677124023,604.483493556976,607.243493556976,1629914855.56044,1629914855.56546,1629914855.61046,1629914855.61274,1629914857.64455,1629914859.2118,1629914859.21344,1629914860.08081,1629914860.07879,1629915460.01919,0
55,4,2,3,1,3,4,c4_HowHand,1,reaching?,109,H_474.jpg,1629914852.7757,1629914852.77839,0.0247452163696287,0.0322377681732178,0.0747628116607664,2.10885499954224,0.3,4.85988139152527,0.800298690795898,5.66216610908508,1,left,0.780874013900757,5.66018008232117,604.483493556976,607.243493556976,1629914855.56044,1629914855.56546,1629914855.61046,1629914855.61274,1629914857.64455,1629914860.39558,1629914860.39717,1629914861.19786,1629914861.19588,1629915460.01919,1
55,4,2,3,1,4,4,c4_HowHand,2,reaching?,105,H_438.jpg,1629914852.7757,1629914852.77839,0.0247452163696287,0.0322377681732178,0.0747628116607664,2.10885499954224,0.3,5.97696422576904,1.06706500053406,7.0455100440979,1,left,1.05500507354736,7.0440292263031,604.483493556976,607.243493556976,1629914855.56044,1629914855.56546,1629914855.61046,1629914855.61274,1629914857.64455,1629914861.51266,1629914861.51418,1629914862.58121,1629914862.57973,1629915460.01919,0
55,4,2,3,1,5,4,c4_HowHand,1,reaching?,110,H_364.jpg,1629914852.7757,1629914852.77839,0.0247452163696287,0.0322377681732178,0.0747628116607664,2.10885499954224,0.3,7.36081336975098,1.00037360191345,8.37814306259155,3,right,0.986752986907959,8.36118697166443,604.483493556976,607.243493556976,1629914855.56044,1629914855.56546,1629914855.61046,1629914855.61274,1629914857.64455,1629914862.89651,1629914862.89958,1629914863.91384,1629914863.89688,1629915460.01919,0
55,4,2,3,1,6,4,c4_HowHand,1,reaching?,106,H_006.jpg,1629914852.7757,1629914852.77839,0.0247452163696287,0.0322377681732178,0.0747628116607664,2.10885499954224,0.3,8.67797159194946,0.933681964874268,9.61331104278564,1,left,0.923362970352173,9.61165355682373,604.483493556976,607.243493556976,1629914855.56044,1629914855.56546,1629914855.61046,1629914855.61274,1629914857.64455,1629914864.21367,1629914864.21457,1629914865.14901,1629914865.14735,1629915460.01919,1
55,4,2,3,1,7,4,c4_HowHand,1,reaching?,111,H_003.jpg,1629914852.7757,1629914852.77839,0.0247452163696287,0.0322377681732178,0.0747628116607664,2.10885499954224,0.3,9.92843865394592,0.683587074279785,10.6135020160675,1,left,0.670796871185303,10.6120257282257,604.483493556976,607.243493556976,1629914855.56044,1629914855.56546,1629914855.61046,1629914855.61274,1629914857.64455,1629914865.46414,1629914865.46582,1629914866.1492,1629914866.14772,1629915460.01919,1
55,4,2,3,1,8,4,c4_HowHand,2,reaching?,112,H_132.jpg,1629914852.7757,1629914852.77839,0.0247452163696287,0.0322377681732178,0.0747628116607664,2.10885499954224,0.3,10.9288108253479,0.883663177490234,11.8136911296844,3,right,0.871137142181396,11.8124740028381,604.483493556976,607.243493556976,1629914855.56044,1629914855.56546,1629914855.61046,1629914855.61274,1629914857.64455,1629914866.46451,1629914866.4665,1629914867.34939,1629914867.34817,1629915460.01919,0
55,4,2,3,2,1,2,c2_WhyHand,1,healthy?,21,H_627.jpg,1629914852.7757,1629914852.77839,11.9291837120056,5.60187745094299,17.547945728302,19.6487297916412,2.10078406333923,19.7987859153748,0.883662700653076,20.6931481266022,1,left,0.871094942092896,20.6824486160278,604.483493556976,607.243493556976,1629914867.46488,1629914867.4792,1629914873.08364,1629914873.0857,1629914875.18443,1629914875.33448,1629914875.3363,1629914876.22885,1629914876.21815,1629915460.01919,1
55,4,2,3,2,2,2,c2_WhyHand,1,healthy?,18,H_438.jpg,1629914852.7757,1629914852.77839,11.9291837120056,5.60187745094299,17.547945728302,19.6487297916412,0.3,20.9992332363129,0.93368124961853,21.9427781009674,1,left,0.925140142440796,21.9329144859314,604.483493556976,607.243493556976,1629914867.46488,1629914867.4792,1629914873.08364,1629914873.0857,1629914875.18443,1629914876.53493,1629914876.53649,1629914877.47848,1629914877.46861,1629915460.01919,1
