param_fmriSession,calc_start,p1_fixation_onset,p1_fixation_offset,p1_ptb_fixation_duration,p1_fixation_duration,p2_operation,p3_option,p4_responsekey,p4_responseRT,p4_responsekeyname,p4_correct_answer,p5_fixation_onset,p5_fixation_duration,calc_accuracy,calc_end,calc_duration
4,1657320839.96217,1657320844.98071,1657320847.98768,3.00697731971741,5,1657320848.01517,1657320868.0393,NaN,NaN,NaN,1,1657320957.25591,2.72237849235535,0,1657320959.98162,120.019447565079
4,1657320839.96217,1657320873.05784,1657320876.06915,3.01131081581116,5,1657320876.09231,1657320896.11644,NaN,NaN,NaN,2,1657320957.25591,2.72237849235535,0,1657320959.98162,120.019447565079
4,1657320839.96217,1657320901.13498,1657320904.13593,3.0009503364563,5,1657320904.15277,1657320924.17691,NaN,NaN,NaN,1,1657320957.25591,2.72237849235535,0,1657320959.98162,120.019447565079
4,1657320839.96217,1657320929.19545,1657320932.197,3.00155472755432,5,1657320932.21324,1657320952.23737,NaN,NaN,NaN,2,1657320957.25591,2.72237849235535,0,1657320959.98162,120.019447565079
