src_subject_id,session_id,run_id,param_counterbalance_ver,param_block_num,param_trial_num,param_cond_type_num,param_cond_type_string,param_normative_response,param_ques_type_string,param_image_num,param_image_filename,param_trigger_onset,param_start_biopac,event01_fixation,event01_fixation_dur,event01_blockquestion_onset,event01_block_isi_blacksreen,event01_blockquestion_dur,event02_image_onset,event02_image_dur,event03_response_onset,event03_response_key,event03_response_keyname,event03_RT,event04_shortquestion_onset,param_end_instruct_onset,param_experiment_duration,RAW_e1_fixation,RAW_e1_fixation_biopac,RAW_e1_blockquestion_onset,RAW_e1_blockquestion_onset_biopac,RAW_e1_block_isi_blacksreen,RAW_e2_image_onset,RAW_e2_image_onset_biopac,RAW_e3_response_onset,RAW_e4_shortquestion_onset,RAW_param_end_instruct_onset,accuracy
89,4,2,4,1,1,3,c3_HowFace,1,smiling?,118,F_759.jpg,1642106958.32311,1642106958.32496,0.0171499156951902,0.0453701019287109,0.0671687030792234,2.11793397903442,2.0507652759552,2.26798962593079,1.11708331108093,3.3878099822998,1,left,1.08495092391968,3.38507293701172,604.475899686813,607.235899686813,1642106961.10026,1642106961.11535,1642106961.15027,1642106961.16252,1642106963.20104,1642106963.35109,1642106963.35274,1642106964.47092,1642106964.46818,1642107565.559,1
89,4,2,4,1,2,3,c3_HowFace,2,smiling?,114,F_412.jpg,1642106958.32311,1642106958.32496,0.0171499156951902,0.0453701019287109,0.0671687030792234,2.11793397903442,0.3,3.70185803413391,0.90033483505249,4.6045498752594,3,right,0.882204055786133,4.6021928691864,604.475899686813,607.235899686813,1642106961.10026,1642106961.11535,1642106961.15027,1642106961.16252,1642106963.20104,1642106964.78496,1642106964.78666,1642106965.68765,1642106965.6853,1642107565.559,0
89,4,2,4,1,3,3,c3_HowFace,1,smiling?,117,F_593.jpg,1642106958.32311,1642106958.32496,0.0171499156951902,0.0453701019287109,0.0671687030792234,2.11793397903442,0.3,4.91897772789001,0.850317478179932,5.77132390975952,1,left,0.826850175857544,5.76929520606995,604.475899686813,607.235899686813,1642106961.10026,1642106961.11535,1642106961.15027,1642106961.16252,1642106963.20104,1642106966.00208,1642106966.004,1642106966.85443,1642106966.8524,1642107565.559,1
89,4,2,4,1,4,3,c3_HowFace,2,smiling?,113,F_712.jpg,1642106958.32311,1642106958.32496,0.0171499156951902,0.0453701019287109,0.0671687030792234,2.11793397903442,0.3,6.08608006477356,0.850317478179932,6.93854092597961,3,right,0.829726934432983,6.93639754295349,604.475899686813,607.235899686813,1642106961.10026,1642106961.11535,1642106961.15027,1642106961.16252,1642106963.20104,1642106967.16919,1642106967.17077,1642106968.02165,1642106968.0195,1642107565.559,0
89,4,2,4,1,5,3,c3_HowFace,1,smiling?,115,F_695.jpg,1642106958.32311,1642106958.32496,0.0171499156951902,0.0453701019287109,0.0671687030792234,2.11793397903442,0.3,7.25318216323853,0.783626079559326,8.04641078948975,1,left,0.77097487449646,8.03680824279785,604.475899686813,607.235899686813,1642106961.10026,1642106961.11535,1642106961.15027,1642106961.16252,1642106963.20104,1642106968.33629,1642106968.33967,1642106969.12952,1642106969.11991,1642107565.559,1
89,4,2,4,1,6,3,c3_HowFace,1,smiling?,119,F_139.jpg,1642106958.32311,1642106958.32496,0.0171499156951902,0.0453701019287109,0.0671687030792234,2.11793397903442,0.3,8.35359333992004,0.016671895980835,8.37939690589905,1,left,0.000243902206420898,8.37026523590088,604.475899686813,607.235899686813,1642106961.10026,1642106961.11535,1642106961.15027,1642106961.16252,1642106963.20104,1642106969.4367,1642106969.44474,1642106969.4625,1642106969.45337,1642107565.559,1
89,4,2,4,1,7,3,c3_HowFace,1,smiling?,116,F_083.jpg,1642106958.32311,1642106958.32496,0.0171499156951902,0.0453701019287109,0.0671687030792234,2.11793397903442,0.3,8.68705009460449,0.766953229904175,9.46222399711609,1,left,0.758591890335083,9.45400332450867,604.475899686813,607.235899686813,1642106961.10026,1642106961.11535,1642106961.15027,1642106961.16252,1642106963.20104,1642106969.77016,1642106969.77204,1642106970.54533,1642106970.53711,1642107565.559,1
89,4,2,4,1,8,3,c3_HowFace,2,smiling?,120,F_758.jpg,1642106958.32311,1642106958.32496,0.0171499156951902,0.0453701019287109,0.0671687030792234,2.11793397903442,0.3,9.77078675270081,0.816972255706787,10.5958559417725,3,right,0.804394006729126,10.5877590084076,604.475899686813,607.235899686813,1642106961.10026,1642106961.11535,1642106961.15027,1642106961.16252,1642106963.20104,1642106970.85389,1642106970.85544,1642106971.67896,1642106971.67086,1642107565.559,0
89,4,2,4,2,1,1,c1_WhyFace,1,admiring?,1,F_593.jpg,1642106958.32311,1642106958.32496,10.7378148937225,8.37133502960205,19.1242754364014,21.225059261322,2.10078382492065,21.3751146697998,0.900336503982544,22.278666009903,1,left,0.88283896446228,22.2754511737823,604.475899686813,607.235899686813,1642106971.82092,1642106971.82896,1642106980.20738,1642106980.2131,1642106982.30816,1642106982.45822,1642106982.46221,1642106983.36177,1642106983.35856,1642107565.559,1
89,4,2,4,2,2,1,c1_WhyFace,2,admiring?,2,F_129.jpg,1642106958.32311,1642106958.32496,10.7378148937225,8.37133502960205,19.1242754364014,21.225059261322,0.3,22.592236032486,1.15042901039124,23.7456660175323,1,left,1.13097810745239,23.7426650428772,604.475899686813,607.235899686813,1642106971.82092,1642106971.82896,1642106980.20738,1642106980.2131,1642106982.30816,1642106983.67534,1642106983.67872,1642106984.82877,1642106984.82577,1642107565.559,0
