src_subject_id,session_id,run_id,param_trigger_onset,param_start_biopac,event01_fixation,event01_fixation_dur,event02_filename,event02_filetype,event02_story_onset,event03_question_onset,event04_response_onset,event04_response_key,event04_response_keyname,event04_RT,param_end_instruct_onset,param_experiment_duration,RAW_e1_fixation_onset,RAW_e1_fixation_onset_biopac,RAW_e2_story_onset,RAW_e2_story_onset_biopac,RAW_e3_question_onset,RAW_e3_question_onset_biopac,RAW_e4_response_onset,RAW_param_final_fixation,RAW_param_end_instruct_onset,answer,accuracy
115,4,2,1651101135.56125,1651101135.5627,0.0238709354400632,12.0263197422028,5b_story.txt,false_belief,12.0501906776428,23.0209488773346,26.0228328609467,1,left,3.00188398361206,593.316958417892,596.076958417892,1651101138.34512,1651101150.33943,1651101150.37144,1651101150.374,1651101161.3422,1651101161.3435,1651101164.34409,1651101728.62042,1651101731.63821,1,1
115,4,2,1651101135.56125,1651101135.5627,29.5446939373016,12.0165023803711,5p_story.txt,false_photo,41.5611963176727,52.5319535636902,55.4797918701172,2,right,2.947838306427,593.316958417892,596.076958417892,1651101167.86595,1651101179.86603,1651101179.88245,1651101179.89041,1651101190.85321,1651101190.85706,1651101193.80105,1651101728.62042,1651101731.63821,2,1
115,4,2,1651101135.56125,1651101135.5627,59.0549809837341,12.0005474090576,2p_story.txt,false_photo,71.0555283927917,82.0429599189758,87.9473268890381,2,right,5.90436697006226,593.316958417892,596.076958417892,1651101197.37624,1651101209.36042,1651101209.37678,1651101209.3777,1651101220.36421,1651101220.37351,1651101226.26858,1651101728.62042,1651101731.63821,1,0
115,4,2,1651101135.56125,1651101135.5627,88.56515001297,12.0013840198517,2b_story.txt,false_belief,100.566534032822,111.55396484375,117.384967079163,1,left,5.8310022354126,593.316958417892,596.076958417892,1651101226.8864,1651101238.87282,1651101238.88779,1651101238.89023,1651101249.87522,1651101249.87584,1651101255.70622,1651101728.62042,1651101731.63821,1,1
115,4,2,1651101135.56125,1651101135.5627,118.08174489975,12.0124664306641,1p_story.txt,false_photo,130.094211330414,141.064970245361,147.08165596962,2,right,6.01668572425842,593.316958417892,596.076958417892,1651101256.403,1651101268.39897,1651101268.41547,1651101268.42498,1651101279.38622,1651101279.39034,1651101285.40291,1651101728.62042,1651101731.63821,1,0
115,4,2,1651101135.56125,1651101135.5627,147.620011081696,12.0185527801514,1b_story.txt,false_belief,159.638563861847,170.62599395752,175.634994020462,2,right,5.0090000629425,593.316958417892,596.076958417892,1651101285.94127,1651101297.94328,1651101297.95982,1651101297.96071,1651101308.94725,1651101308.94903,1651101313.95625,1651101728.62042,1651101731.63821,2,1
115,4,2,1651101135.56125,1651101135.5627,177.146652927399,12.002916097641,9p_story.txt,false_photo,189.14956902504,200.136999597549,202.806653966904,2,right,2.66965436935425,593.316958417892,596.076958417892,1651101315.46791,1651101327.45617,1651101327.47082,1651101327.47321,1651101338.45825,1651101338.45892,1651101341.12791,1651101728.62042,1651101731.63821,2,1
115,4,2,1651101135.56125,1651101135.5627,206.659051885605,12.0015218257904,9b_story.txt,false_belief,218.660573711395,229.648005237579,233.09015296936,2,right,3.44214773178101,593.316958417892,596.076958417892,1651101344.98031,1651101356.96535,1651101356.98183,1651101356.99036,1651101367.96926,1651101367.97329,1651101371.41141,1651101728.62042,1651101731.63821,1,0
115,4,2,1651101135.56125,1651101135.5627,236.170691003799,12.0008881092072,6b_story.txt,false_belief,248.171579113007,259.159009447098,263.156707992554,2,right,3.99769854545593,593.316958417892,596.076958417892,1651101374.49195,1651101386.4766,1651101386.49283,1651101386.49365,1651101397.48026,1651101397.49006,1651101401.47796,1651101728.62042,1651101731.63821,2,1
115,4,2,1651101135.56125,1651101135.5627,265.680826892853,12.001757144928,6p_story.txt,false_photo,277.682584037781,288.670014610291,292.342633953094,2,right,3.67261934280396,593.316958417892,596.076958417892,1651101404.00208,1651101415.98955,1651101416.00384,1651101416.00674,1651101426.99127,1651101426.99235,1651101430.66389,1651101728.62042,1651101731.63821,2,1
115,4,2,1651101135.56125,1651101135.5627,295.192198982239,12.0013904571533,10p_story.txt,false_photo,307.193589439392,318.181020727158,320.933315029144,2,right,2.75229430198669,593.316958417892,596.076958417892,1651101433.51345,1651101445.49851,1651101445.51484,1651101445.52357,1651101456.50227,1651101456.50671,1651101459.25457,1651101728.62042,1651101731.63821,2,1
115,4,2,1651101135.56125,1651101135.5627,324.704005947113,12.0005884170532,10b_story.txt,false_belief,336.704594364166,347.692025651932,349.531810035706,2,right,1.8397843837738,593.316958417892,596.076958417892,1651101463.02526,1651101475.00939,1651101475.02585,1651101475.02672,1651101486.01328,1651101486.02342,1651101487.85306,1651101728.62042,1651101731.63821,1,0
115,4,2,1651101135.56125,1651101135.5627,354.213187923431,12.0024118423462,3p_story.txt,false_photo,366.215599765778,377.203030338287,381.512317886353,2,right,4.30928754806519,593.316958417892,596.076958417892,1651101492.53444,1651101504.5228,1651101504.53685,1651101504.54034,1651101515.52428,1651101515.52509,1651101519.83357,1651101728.62042,1651101731.63821,1,0
115,4,2,1651101135.56125,1651101135.5627,383.72481297493,12.0017931461334,3b_story.txt,false_belief,395.726606121063,406.714035978317,408.89410399437,2,right,2.18006801605225,593.316958417892,596.076958417892,1651101522.04607,1651101534.03157,1651101534.04786,1651101534.05722,1651101545.03529,1651101545.04037,1651101547.21536,1651101728.62042,1651101731.63821,1,0
