onset	duration	trial_type	pmod_accuracy
6.87385320663452	0.688743543624878	cue_valid	1
20.7456939220428	0.577676248550415	cue_valid	1
28.7153315544128	0.517192316055298	cue_valid	1
36.5849335193634	0.574588012695312	cue_valid	1
48.4226822853088	0.536666345596313	cue_valid	1
55.8921329975128	0.512596321105957	cue_valid	1
63.2615482807159	0.508759212493896	cue_valid	1
70.1974687576294	0.535930347442627	cue_valid	1
80.7347309589386	0.48700590133667	cue_valid	1
88.2708745002747	0.489068460464478	cue_valid	1
91.3386857509613	0.492126417160034	cue_valid	1
99.2749783992767	0.542875719070435	cue_valid	1
102.642900705338	0.49697060585022	cue_valid	1
109.578821897507	0.47991080284118703	cue_valid	1
117.048273086548	0.577680778503418	cue_valid	1
120.416195869446	0.480035018920898	cue_valid	1
127.885647773743	0.495481204986572	cue_valid	1
156.429625988007	0.493534755706787	cue_valid	1
159.697511196136	0.45190281867981	cue_valid	1
162.965396404266	0.511953783035278	cue_valid	1
178.63790845871	0.591463756561279	cue_valid	1
193.176663160324	0.479808521270752	cue_valid	1
197.1448097229	0.486153316497803	cue_valid	1
205.5812895298	0.496808958053589	cue_valid	1
216.318625926971	0.467244338989258	cue_valid	1
224.288264513016	0.495146942138672	cue_valid	1
234.825528860092	0.533456516265869	cue_valid	1
241.561373233795	0.640112352371216	cue_valid	1
246.830005645752	0.54104323387146	cue_valid	1
253.099009037018	0.48308200836181603	cue_valid	1
265.136832475662	0.6023070335388181	cue_valid	1
269.104978322983	0.5046464920043949	cue_valid	1
281.14280128479	0.514739942550659	cue_valid	1
286.611507415771	0.511318159103394	cue_valid	1
301.016879081726	0.501925182342529	cue_valid	1
320.29073381424	0.558585357666016	cue_valid	1
332.995471715927	0.612890434265137	cue_valid	1
344.182976007462	0.566552352905273	cue_valid	1
351.652428627014	0.464778614044189	cue_valid	1
359.121881484985	0.516979169845581	cue_valid	1
362.489803314209	0.648573112487793	cue_valid	1
365.657650709152	0.5159956932067871	cue_valid	1
403.655155897141	0.508346748352051	cue_valid	1
407.623301744461	0.483475160598755	cue_valid	1
415.092754602432	0.59337682723999	cue_valid	1
419.160937547684	0.502327632904053	cue_valid	1
430.665228366852	0.505227279663086	cue_valid	1
441.2691822052	0.529124212265015	cue_valid	1
450.339231729507	0.476841402053833	cue_valid	1
474.014727115631	0.569142532348633	cue_valid	1
477.98287320137	0.535923433303833	cue_valid	1
491.654639482498	0.559196424484253	cue_valid	1
516.563926458359	0.610709381103516	cue_valid	1
541.439871072769	0.555575084686279	cue_valid	1
545.608092308044	0.492370557785034	cue_valid	1
551.376909732819	0.463656616210938	cue_valid	1
556.345430850983	0.498538684844971	cue_valid	1
559.713352203369	0.523437929153442	cue_valid	1
563.8815741539	0.5490107059478759	cue_valid	1
571.351026535034	0.5089625835418701	cue_valid	1
580.087617397308	0.544816923141479	cue_valid	1
593.225850105286	0.563257884979248	cue_valid	1
598.994668245316	0.49018402099609404	cue_valid	1
10.1417379379272	0.6121985435485839	cue_invalid	1
13.5096611976624	0.5507435321807861	cue_invalid	1
17.0776581764221	0.540065717697144	cue_invalid	1
41.8535640239716	0.5517589569091801	cue_invalid	1
66.7295088768005	0.617677640914917	cue_invalid	1
73.2652785778046	0.530078125	cue_invalid	1
84.1026530265808	0.543341588973999	cue_invalid	1
94.3064589500427	0.565907669067383	cue_invalid	1
106.010823726654	0.573159646987915	cue_invalid	1
132.053869247437	0.619643878936768	cue_invalid	1
135.721903562546	0.533598136901855	cue_invalid	1
144.191729545593	0.53911657333374	cue_invalid	1
