src_subject_id,session_id,run_num,param_experiment_start,param_memory_session_name,event01_fixation_onset,event01_fixation_duration,event02_image_onset,event02_image_filename,event02_dummy_stimuli_type,event03_isi_onset,param_end_instruct_onset,study_experiment_duration,RAW_param_experiment_start,RAW_param_start_biopac,RAW_event01_fixation_onset,RAW_event01_fixation_biopac,RAW_event02_image_onset,RAW_event02_image_biopac,RAW_event03_isi_onset,RAW_event03_isi_biopac,RAW_param_end_instruct_onset
88,4,2,300.412289848328,study02,-1635345870.62356,0,305.430828323364,obj001accordion.png,0,306.447874536514,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346176.05439,1635346176.05697,1635346177.07144,1635346177.07284,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,307.464919557571,obj010baby.png,0,308.481965055466,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346178.08848,1635346178.08994,1635346179.10553,1635346179.1071,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,309.499012937546,obj028boat.png,0,310.516057481766,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346180.12257,1635346180.12414,1635346181.13962,1635346181.14139,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,311.533103933334,obj209paperclip.png,1,312.550150146484,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346182.15666,1635346182.15827,1635346183.17371,1635346183.17529,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,313.567195644379,obj207pants.png,1,314.58424161911,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346184.19076,1635346184.19211,1635346185.2078,1635346185.20937,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,315.601287593842,obj042cactus.png,1,316.61833404541,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346186.22485,1635346186.22635,1635346187.24189,1635346187.24322,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,317.635379543304,obj003alligator.png,1,318.652425756454,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346188.25894,1635346188.26027,1635346189.27599,1635346189.27809,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,319.669472208023,obj040butterfly.png,1,320.703189125061,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346190.29303,1635346190.30605,1635346191.32675,1635346191.32842,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,321.72023557663,obj096eskimo.png,1,322.753955116272,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346192.3438,1635346192.35584,1635346193.37752,1635346193.37939,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,323.771000614166,obj083dog.png,1,324.804720392227,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346194.39456,1635346194.40691,1635346195.42828,1635346195.42996,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,325.821765413284,obj246rockingchair.png,1,326.838811149597,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346196.44533,1635346196.45591,1635346197.46237,1635346197.47229,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,327.872530927658,obj159knot.png,1,328.889576425552,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346198.49609,1635346198.49782,1635346199.51314,1635346199.51503,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,329.90662144661,obj178mask.png,1,330.923668851852,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346200.53018,1635346200.53904,1635346201.54723,1635346201.55551,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,331.95738743782,obj295teapot.png,1,332.974432220459,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346202.58095,1635346202.5827,1635346203.59799,1635346203.60584,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,333.99147819519,obj257saw.png,1,335.008524646759,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346204.61504,1635346204.62256,1635346205.63209,1635346205.63897,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,336.025571098328,obj254safe.png,1,337.042616119385,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346206.64913,1635346206.65546,1635346207.66618,1635346207.67277,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,338.059662332535,obj253saddle.png,1,339.076708784103,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346208.68322,1635346208.68899,1635346209.70027,1635346209.7057,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,340.093754997253,obj315trumpet.png,1,341.110801210403,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346210.71732,1635346210.72203,1635346211.73436,1635346211.73862,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,342.127847185135,obj225pizza.png,1,343.144892683029,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346212.75141,1635346212.75549,1635346213.76845,1635346213.77273,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,344.161938896179,obj126gun.png,1,345.178984394073,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346214.7855,1635346214.78889,1635346215.80255,1635346215.80534,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,346.196030368805,obj317turtle.png,1,347.213076343536,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346216.81959,1635346216.82206,1635346217.83664,1635346217.83907,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,348.230122079849,obj316turkey.png,1,349.247167339325,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346218.85368,1635346218.8555,1635346219.87073,1635346219.87224,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,350.264214744568,obj162lawnmower.png,1,351.281260004044,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346220.88778,1635346220.88932,1635346221.90482,1635346221.90638,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,352.298305263519,obj066dime.png,0,353.315351953506,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346222.92187,1635346222.92323,1635346223.93891,1635346223.94042,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,354.332397451401,obj077deer.png,0,355.349444141388,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346224.95596,1635346224.95745,1635346225.97301,1635346225.97456,1635346231.05225
88,4,2,300.412289848328,study02,-1635345870.62356,0,356.366489639282,obj303tiger.png,0,357.383536090851,360.428687086105,60.0163972377777,1635346171.03585,1635346171.03906,0,0,1635346226.99005,1635346226.99154,1635346228.0071,1635346228.00884,1635346231.05225
