onset	duration	trial_type	pmod_accuracy
22.1219265460968	0.569982719421387	cue_valid	1
25.5898864269257	0.574697685241699	cue_valid	1
33.0593378543854	0.561182451248169	cue_valid	1
43.2964890003204	0.511041831970215	cue_valid	1
48.4650835990906	0.49893684387207	cue_valid	1
58.4021215438843	0.481394481658936	cue_valid	1
61.870082616806	0.509658288955688	cue_valid	1
66.338415145874	0.525241565704346	cue_valid	1
71.20689702034	0.53405613899231	cue_valid	1
74.5748200416565	0.536705207824707	cue_valid	1
83.0112998485565	0.5602457046508791	cue_valid	1
90.0806019306183	0.503873777389526	cue_valid	1
111.155127763748	0.5209784030914311	cue_valid	1
116.123646736145	0.471941900253296	cue_valid	1
143.200412034988	0.5148748874664311	cue_valid	1
155.838458061218	0.42607183456420905	cue_valid	1
158.806230306625	0.503662776947021	cue_valid	1
165.542076826096	0.550395202636719	cue_valid	1
176.279414892197	0.523616027832031	cue_valid	1
179.547300100327	0.573434543609619	cue_valid	1
198.154239416122	0.457729291915894	cue_valid	1
218.628541231155	0.558500719070435	cue_valid	1
224.597432851791	0.446311664581299	cue_valid	1
236.035031557083	0.5845682144165041	cue_valid	1
246.572295665741	0.5397467136383061	cue_valid	1
251.340740442276	0.5117566108703611	cue_valid	1
265.846149206161	0.515104722976685	cue_valid	1
270.014369726181	0.513905239105225	cue_valid	1
274.682777643204	0.48560996055603	cue_valid	1
277.950663328171	0.460169506072998	cue_valid	1
287.120749950409	0.456912231445312	cue_valid	1
290.288597822189	0.488962841033936	cue_valid	1
297.024443149567	0.2075376033782959	cue_valid	0
300.992590427399	0.48996634483337403	cue_valid	1
308.061891794205	0.520688724517822	cue_valid	1
314.73104596138	0.5141589164733891	cue_valid	1
326.768868923187	0.5650956153869631	cue_valid	1
334.238320589066	0.435420227050781	cue_valid	1
345.075695753098	0.496059608459473	cue_valid	1
348.443618535995	0.573935461044312	cue_valid	1
351.911578178406	0.529686641693115	cue_valid	1
355.879724740982	0.527285289764404	cue_valid	1
359.347684860229	0.503909301757812	cue_valid	1
368.684500217438	0.473108720779419	cue_valid	1
374.553354978561	0.513187837600708	cue_valid	1
400.029523134232	0.505765151977539	cue_valid	1
406.498602151871	0.47323174476623503	cue_valid	1
426.105914354324	0.459245634078979	cue_valid	1
432.975141525269	0.541429233551025	cue_valid	1
442.478685855865	0.603369665145874	cue_valid	1
445.546497344971	0.570648145675659	cue_valid	1
448.914418935776	0.450133752822876	cue_valid	1
470.889281988144	0.5788232803344731	cue_valid	1
478.725536108017	0.5675179481506349	cue_valid	1
482.793721437454	0.509208393096924	cue_valid	1
487.262053966522	0.552236747741699	cue_valid	1
493.73113322258	0.47045583724975604	cue_valid	1
497.699279308319	0.457259607315063	cue_valid	1
506.802674055099	0.514831972122192	cue_valid	1
510.270634174347	0.526721906661987	cue_valid	1
513.338445186615	0.452164125442505	cue_valid	1
523.642286539078	0.527305793762207	cue_valid	1
527.01021027565	0.523330163955688	cue_valid	1
537.247360944748	0.54611177444458	cue_valid	1
