src_subject_id,param_session_id,run_num,param_counterbalance_ver,param_AR_invalid_sequence,param_valid_type,param_cue_location,param_target_location,param_trigger_onset,param_start_biopac,event01_param_jitter,event01_fixation_onset,event01_fixation_onset_biopac,event01_fixation_duration,event02_cue_type,event02_cue_onset,event02_cue_onset_biopac,event02_cue_duration,event03_target_type,event03_target_onset,event03_target_onset_biopac,event04_response_key,event04_response_keyname,event04_response_onset,event04_RT,event04_fixation_remainder_onset,event04_fixation_duration,event05_fixation_onset,event05_fixation_onset_biopac,param_end_instruct_onset,param_end_biopac,param_experiment_duration,RAW_event01_fixation_onset,RAW_event01_fixation_onset_biopac,RAW_event02_cue_onset,RAW_event02_cue_onset_biopac,RAW_event03_target_onset,RAW_event03_target_onset_biopac,RAW_event04_response_onset,RAW_event04_fixation_remainder_onset,RAW_event05_fixation_onset,RAW_event05_fixation_onset_biopac,RAW_param_end_instruct_onset,RAW_param_end_biopac,session_id,accuracy
3,0,1,3,1,invalid,right,left,1614180537.00318,1614180537.0288,3,71.8717272281647,71.8724181652069,3.00042772293091,right,74.8895409107208,74.8907949924469,0.182302236557007,left,75.0896167755127,75.0907411575317,1,left,75.4134919643402,0.323875188827515,75.9399390220642,1.17612481117249,77.1070504188538,77.1080591678619,596.136393299103,596.138869991302,598.896393299103,1614180606.11491,1614180606.1156,1614180609.13272,1614180609.13398,1614180609.3328,1614180609.33392,1614180609.65667,1614180610.18312,1614180611.35023,1614180611.35124,1614181135.89958,1614181135.90205,4,1
3,0,1,3,0,valid,left,left,1614180537.00318,1614180537.0288,1.2,77.3404712677002,77.3415141105652,1.200514793396,left,78.5576009750366,78.5589761734009,0.182990074157715,left,78.7576763629913,78.7588500976562,NaN,NaN,NaN,NaN,NaN,NaN,80.7751090526581,80.7755420207977,596.136393299103,596.138869991302,598.896393299103,1614180611.58365,1614180611.5847,1614180612.80078,1614180612.80216,1614180613.00086,1614180613.00203,NaN,NaN,1614180615.01829,1614180615.01872,1614181135.89958,1614181135.90205,4,0
3,0,1,3,1,invalid,right,left,1614180537.00318,1614180537.0288,0.6,81.0085310935974,81.009749174118,0.600538969039917,right,81.6254327297211,81.6266851425171,0.183216333389282,left,81.8255085945129,81.8266110420227,1,left,82.158842086792,0.333333492279053,82.675831079483,1.16666650772095,83.8429417610168,83.8437321186066,596.136393299103,596.138869991302,598.896393299103,1614180615.25171,1614180615.25293,1614180615.86861,1614180615.86987,1614180616.06869,1614180616.06979,1614180616.40202,1614180616.91901,1614180618.08612,1614180618.08691,1614181135.89958,1614181135.90205,4,1
3,0,1,3,0,valid,left,left,1614180537.00318,1614180537.0288,3,84.076363325119,84.0776481628418,3.00033569335938,left,87.0941760540009,87.0950100421906,0.182337999343872,left,87.2942526340485,87.2954821586609,1,left,87.6436619758606,0.349409341812134,88.1612486839294,1.15059065818787,89.3116848468781,89.3169651031494,596.136393299103,596.138869991302,598.896393299103,1614180618.31955,1614180618.32083,1614180621.33736,1614180621.33819,1614180621.53743,1614180621.53866,1614180621.88684,1614180622.40443,1614180623.55487,1614180623.56015,1614181135.89958,1614181135.90205,4,1
3,0,1,3,0,valid,right,right,1614180537.00318,1614180537.0288,5,89.5451078414917,89.5462291240692,5.00049519538879,right,94.5636801719666,94.5654590129852,0.181545972824097,right,94.7637550830841,94.7647521495819,2,right,95.0449340343475,0.281178951263428,95.5640602111816,1.21882104873657,96.781188249588,96.7824189662933,596.136393299103,596.138869991302,598.896393299103,1614180623.78829,1614180623.78941,1614180628.80686,1614180628.80864,1614180629.00694,1614180629.00793,1614180629.28812,1614180629.80724,1614180631.02437,1614180631.0256,1614181135.89958,1614181135.90205,4,1
3,0,1,3,0,valid,left,left,1614180537.00318,1614180537.0288,1,97.0146100521088,97.0157780647278,1.00046706199646,left,98.0316634178162,98.032289981842,0.183084726333618,left,98.2317390441895,98.2328240871429,1,left,98.4808180332184,0.249078989028931,98.9986972808838,1.25092101097107,100.249171972275,100.250571966171,596.136393299103,596.138869991302,598.896393299103,1614180631.25779,1614180631.25896,1614180632.27485,1614180632.27547,1614180632.47492,1614180632.47601,1614180632.724,1614180633.24188,1614180634.49235,1614180634.49375,1614181135.89958,1614181135.90205,4,1
3,0,1,3,0,valid,left,left,1614180537.00318,1614180537.0288,1.3,100.482595920563,100.483603954315,1.30044221878052,left,101.799761533737,101.801375150681,0.182998418807983,left,101.999837875366,102.001363992691,1,left,102.194853067398,0.19501519203186,102.700103759766,1.30498480796814,104.017271280289,104.018494129181,596.136393299103,596.138869991302,598.896393299103,1614180634.72578,1614180634.72679,1614180636.04294,1614180636.04456,1614180636.24302,1614180636.24455,1614180636.43804,1614180636.94329,1614180638.26045,1614180638.26168,1614181135.89958,1614181135.90205,4,1
3,0,1,3,0,valid,right,right,1614180537.00318,1614180537.0288,1.2,104.250692129135,104.25173997879,1.20046281814575,right,105.467821121216,105.47335100174,0.18300986289978,right,105.667896747589,105.671787023544,2,right,105.9354159832,0.267519235610962,106.451528549194,1.23248076438904,107.685330152512,107.688568115234,596.136393299103,596.138869991302,598.896393299103,1614180638.49387,1614180638.49492,1614180639.711,1614180639.71653,1614180639.91108,1614180639.91497,1614180640.1786,1614180640.69471,1614180641.92851,1614180641.93175,1614181135.89958,1614181135.90205,4,1
3,0,1,3,0,valid,left,left,1614180537.00318,1614180537.0288,0.8,107.918752193451,107.921615123749,0.800421953201294,left,108.735729217529,108.738222122192,0.183196783065796,left,108.935804605484,108.938513040543,1,left,109.198016166687,0.262211561203003,109.702763319016,1.237788438797,110.953238010406,110.955387115479,596.136393299103,596.138869991302,598.896393299103,1614180642.16193,1614180642.1648,1614180642.97891,1614180642.9814,1614180643.17899,1614180643.18169,1614180643.4412,1614180643.94595,1614180645.19642,1614180645.19857,1614181135.89958,1614181135.90205,4,1
3,0,1,3,1,invalid,right,left,1614180537.00318,1614180537.0288,1.4,111.186660289764,111.188416004181,1.40038871765137,right,112.603865385056,112.605787992477,0.182913780212402,left,112.803941249847,112.80494594574,NaN,NaN,NaN,NaN,NaN,NaN,114.821374416351,114.822617053986,596.136393299103,596.138869991302,598.896393299103,1614180645.42984,1614180645.4316,1614180646.84705,1614180646.84897,1614180647.04712,1614180647.04813,NaN,NaN,1614180649.06456,1614180649.0658,1614181135.89958,1614181135.90205,4,0
