onset	duration	trial_type	pmod_accuracy
12.0441481971741	11.0	false_belief	1
100.560600271225	11.0	false_belief	1
159.582682600021	11.0	false_belief	1
218.604769458771	11.0	false_belief	1
248.115806093216	11.0	false_belief	1
336.682275047302	11.0	false_belief	1
395.704358091354	11.0	false_belief	1
425.215398778915	11.0	false_belief	1
513.748522987366	11.0	false_belief	1
572.954007377625	11.0	false_belief	1
41.5551905536652	11.0	false_photo	1
71.0495576763153	11.0	false_photo	1
130.071640720367	11.0	false_photo	1
189.093723287582	11.0	false_photo	1
277.626846780777	11.0	false_photo	1
307.171234121323	11.0	false_photo	1
366.193316688538	11.0	false_photo	1
454.726439943314	11.0	false_photo	1
484.237482061386	11.0	false_photo	1
543.259564151764	11.0	false_photo	1
23.0149202251434	3.18188691139221	rating	1
52.5259609127045	2.48764109611511	rating	1
82.0370023155212	4.0647497177124	rating	1
111.548043003082	3.46340203285217	rating	1
141.059084882736	3.25283408164978	rating	1
170.570125808716	4.12492728233337	rating	1
200.081166973114	5.29228496551514	rating	1
229.592209568024	3.43186640739441	rating	1
259.103250017166	4.17030215263367	rating	1
288.614290943146	6.00412702560425	rating	1
318.158678283691	3.88902974128723	rating	1
347.669719209671	3.2784309387207	rating	1
377.180761089325	3.04396605491638	rating	1
406.691802492142	4.32218265533447	rating	1
436.202842941284	3.28449416160583	rating	1
465.713885536194	2.83361744880676	rating	1
495.224925508499	3.47450351715088	rating	1
524.735967149735	3.22332501411438	rating	1
554.263681402206	6.14714574813843	rating	1
583.958124389648	4.63388872146606	rating	1
