param_fmriSession,calc_start,p1_fixation_onset,p1_fixation_offset,p1_ptb_fixation_duration,p1_fixation_duration,p2_operation,p3_option,p4_responsekey,p4_responseRT,p4_responsekeyname,p4_correct_answer,p5_fixation_onset,p5_fixation_duration,calc_accuracy,calc_end,calc_duration
4,1620918723.73836,1620918728.7569,1620918731.75988,3.0029718875885,5,1620918731.77469,1620918751.8155,NaN,NaN,NaN,1,1620918841.01543,2.73891568183899,0,1620918843.76085,120.022488355637
4,1620918723.73836,1620918756.83404,1620918759.83699,3.00294733047485,5,1620918759.85183,1620918779.87597,NaN,NaN,NaN,2,1620918841.01543,2.73891568183899,0,1620918843.76085,120.022488355637
4,1620918723.73836,1620918784.8945,1620918787.89574,3.00123119354248,5,1620918787.9123,1620918807.93643,NaN,NaN,NaN,1,1620918841.01543,2.73891568183899,0,1620918843.76085,120.022488355637
4,1620918723.73836,1620918812.95497,1620918815.95654,3.00157451629639,5,1620918815.97276,1620918835.9969,NaN,NaN,NaN,2,1620918841.01543,2.73891568183899,0,1620918843.76085,120.022488355637
