src_subject_id,param_session_id,run_num,param_counterbalance_ver,param_AR_invalid_sequence,param_valid_type,param_cue_location,param_target_location,param_trigger_onset,param_start_biopac,event01_param_jitter,event01_fixation_onset,event01_fixation_onset_biopac,event01_fixation_duration,event02_cue_type,event02_cue_onset,event02_cue_onset_biopac,event02_cue_duration,event03_target_type,event03_target_onset,event03_target_onset_biopac,event04_response_key,event04_response_keyname,event04_response_onset,event04_RT,event04_fixation_remainder_onset,event04_fixation_duration,event05_fixation_onset,event05_fixation_onset_biopac,param_end_instruct_onset,param_end_biopac,param_experiment_duration,RAW_event01_fixation_onset,RAW_event01_fixation_onset_biopac,RAW_event02_cue_onset,RAW_event02_cue_onset_biopac,RAW_event03_target_onset,RAW_event03_target_onset_biopac,RAW_event04_response_onset,RAW_event04_fixation_remainder_onset,RAW_event05_fixation_onset,RAW_event05_fixation_onset_biopac,RAW_param_end_instruct_onset,RAW_param_end_biopac,accuracy
19,19,2,19,0,valid,right,right,1621538443.50921,1621538443.5113,0.6,5.54410719871521,5.54699015617371,0.602211952209473,right,6.16100430488586,6.17479205131531,0.185752868652344,right,6.37775230407715,6.38833618164062,2,right,7.09503698348999,0.717284679412842,7.61154532432556,0.782715320587158,8.39517116546631,8.39729499816895,596.079722633362,596.081809034348,598.839722633362,1621538446.29332,1621538446.2962,1621538446.91021,1621538446.924,1621538447.12696,1621538447.13755,1621538447.84425,1621538448.36075,1621538449.14438,1621538449.1465,1621539042.34893,1621539042.35102,1
19,19,2,19,1,invalid,right,left,1621538443.50921,1621538443.5113,0.9,8.62859153747559,8.63073706626892,0.901552438735962,right,9.54560041427612,9.54780912399292,0.184205770492554,left,9.7456738948822,9.74777102470398,1,left,10.2717881202698,0.526114225387573,10.779393196106,0.973885774612427,11.7630925178528,11.765212059021,596.079722633362,596.081809034348,598.839722633362,1621538449.3778,1621538449.37995,1621538450.29481,1621538450.29702,1621538450.49488,1621538450.49698,1621538451.021,1621538451.5286,1621538452.5123,1621538452.51442,1621539042.34893,1621539042.35102,1
19,19,2,19,1,invalid,right,left,1621538443.50921,1621538443.5113,0.6,11.9965136051178,11.99831199646,0.601402521133423,right,12.613410949707,12.6220440864563,0.184186220169067,left,12.8134849071503,12.8155341148376,1,left,13.2734019756317,0.459917068481445,13.7805125713348,1.04008293151855,14.8309042453766,14.8384871482849,596.079722633362,596.081809034348,598.839722633362,1621538452.74572,1621538452.74752,1621538453.36262,1621538453.37125,1621538453.56269,1621538453.56474,1621538454.02261,1621538454.52972,1621538455.58011,1621538455.5877,1621539042.34893,1621539042.35102,1
19,19,2,19,0,valid,left,left,1621538443.50921,1621538443.5113,1.8,15.064325094223,15.0663750171661,1.80130791664124,left,16.8816685676575,16.8886170387268,0.183654546737671,left,17.0817432403564,17.0836009979248,1,left,17.4856560230255,0.403912782669067,17.998752117157,1.09608721733093,19.0991623401642,19.1062231063843,596.079722633362,596.081809034348,598.839722633362,1621538455.81353,1621538455.81558,1621538457.63088,1621538457.63783,1621538457.83095,1621538457.83281,1621538458.23486,1621538458.74796,1621538459.84837,1621538459.85543,1621539042.34893,1621539042.35102,1
19,19,2,19,1,invalid,right,left,1621538443.50921,1621538443.5113,5,19.332582950592,19.3395631313324,5.001953125,right,24.3511209487915,24.3549489974976,0.182484149932861,left,24.5511958599091,24.5549621582031,1,left,25.0660421848297,0.514846324920654,25.58491563797,0.985153675079346,26.568615436554,26.5749340057373,596.079722633362,596.081809034348,598.839722633362,1621538460.08179,1621538460.08877,1621538465.10033,1621538465.10416,1621538465.3004,1621538465.30417,1621538465.81525,1621538466.33412,1621538467.31782,1621538467.32414,1621539042.34893,1621539042.35102,1
19,19,2,19,1,invalid,right,left,1621538443.50921,1621538443.5113,1.6,26.8020353317261,26.8050930500031,1.60142779350281,right,28.4193046092987,28.4219009876251,0.184438467025757,left,28.6193790435791,28.6217260360718,1,left,29.1271920204163,0.507812976837158,29.65309882164,0.992187023162842,30.6367993354797,30.6382350921631,596.079722633362,596.081809034348,598.839722633362,1621538467.55124,1621538467.5543,1621538469.16851,1621538469.17111,1621538469.36859,1621538469.37093,1621538469.8764,1621538470.40231,1621538471.38601,1621538471.38744,1621539042.34893,1621539042.35102,1
19,19,2,19,1,invalid,right,left,1621538443.50921,1621538443.5113,0.6,30.8702187538147,30.8716950416565,0.601123332977295,right,31.4871156215668,31.4889249801636,0.183972358703613,left,31.68718957901,31.6889669895172,1,left,32.2166981697083,0.529508590698242,32.7209091186523,0.970491409301758,33.7046086788177,33.7062640190125,596.079722633362,596.081809034348,598.839722633362,1621538471.61943,1621538471.6209,1621538472.23632,1621538472.23813,1621538472.4364,1621538472.43818,1621538472.96591,1621538473.47012,1621538474.45382,1621538474.45547,1621539042.34893,1621539042.35102,1
19,19,2,19,1,invalid,right,left,1621538443.50921,1621538443.5113,2.8,33.9380302429199,33.9397220611572,2.80113172531128,right,36.7557468414307,36.757364988327,0.183127164840698,left,36.9558219909668,36.9574539661407,1,left,37.4420590400696,0.486237049102783,37.9561944007874,1.01376295089722,38.973240852356,38.9751980304718,596.079722633362,596.081809034348,598.839722633362,1621538474.68724,1621538474.68893,1621538477.50496,1621538477.50657,1621538477.70503,1621538477.70666,1621538478.19127,1621538478.7054,1621538479.72245,1621538479.72441,1621539042.34893,1621539042.35102,1
19,19,2,19,1,invalid,left,right,1621538443.50921,1621538443.5113,2,39.2066612243652,39.2083921432495,2.00115990638733,left,41.224080324173,41.2260921001434,0.183652639389038,right,41.4241552352905,41.4260120391846,2,right,41.8893461227417,0.465190887451172,42.4078555107117,1.03480911254883,43.4415745735168,43.4433250427246,596.079722633362,596.081809034348,598.839722633362,1621538479.95587,1621538479.9576,1621538481.97329,1621538481.9753,1621538482.17336,1621538482.17522,1621538482.63856,1621538483.15706,1621538484.19078,1621538484.19253,1621539042.34893,1621539042.35102,1
19,19,2,19,1,invalid,left,right,1621538443.50921,1621538443.5113,0.8,43.6749939918518,43.6767301559448,0.80122709274292,left,44.49196434021,44.4939460754395,0.183978796005249,right,44.6920397281647,44.6939880847931,2,right,45.0968899726868,0.404850244522095,45.6090488433838,1.09514975547791,46.709459066391,46.7112531661987,596.079722633362,596.081809034348,598.839722633362,1621538484.4242,1621538484.42594,1621538485.24117,1621538485.24316,1621538485.44125,1621538485.4432,1621538485.8461,1621538486.35826,1621538487.45867,1621538487.46046,1621539042.34893,1621539042.35102,1
