src_subject_id,session_id,run_id,param_counterbalance_ver,param_block_num,param_trial_num,param_cond_type_num,param_cond_type_string,param_normative_response,param_ques_type_string,param_image_num,param_image_filename,param_trigger_onset,param_start_biopac,event01_fixation,event01_fixation_dur,event01_blockquestion_onset,event01_block_isi_blacksreen,event01_blockquestion_dur,event02_image_onset,event02_image_dur,event03_response_onset,event03_response_key,event03_response_keyname,event03_RT,event04_shortquestion_onset,param_end_instruct_onset,param_experiment_duration,RAW_e1_fixation,RAW_e1_fixation_biopac,RAW_e1_blockquestion_onset,RAW_e1_blockquestion_onset_biopac,RAW_e1_block_isi_blacksreen,RAW_e2_image_onset,RAW_e2_image_onset_biopac,RAW_e3_response_onset,RAW_e4_shortquestion_onset,RAW_param_end_instruct_onset,accuracy
53,4,1,3,1,1,4,c4_HowHand,1,reaching?,107,H_007.jpg,1630008017.0349,1630008017.04603,0.0336799526214597,0.0333669185638428,0.0836994552612302,2.11779140472412,2.03409194946289,2.26784490585327,1.20044922828674,3.47922491073608,1,left,1.17882800102234,3.46829413414001,604.475761165619,607.235761165619,1630008019.82858,1630008019.84194,1630008019.8786,1630008019.88049,1630008021.91269,1630008022.06275,1630008022.06492,1630008023.27413,1630008023.2632,1630008624.27066,1
53,4,1,3,1,2,4,c4_HowHand,2,reaching?,108,H_532.jpg,1630008017.0349,1630008017.04603,0.0336799526214597,0.0333669185638428,0.0836994552612302,2.11779140472412,0.3,3.78507899284363,1.16710186004639,4.95477890014648,3,right,1.1452579498291,4.95218085289001,604.475761165619,607.235761165619,1630008019.82858,1630008019.84194,1630008019.8786,1630008019.88049,1630008021.91269,1630008023.57998,1630008023.58178,1630008024.74968,1630008024.74708,1630008624.27066,0
53,4,1,3,1,3,4,c4_HowHand,1,reaching?,109,H_474.jpg,1630008017.0349,1630008017.04603,0.0336799526214597,0.0333669185638428,0.0836994552612302,2.11779140472412,0.3,5.26896666526794,1.01704597473145,6.2883980178833,1,left,0.996676921844482,6.28601263999939,604.475761165619,607.235761165619,1630008019.82858,1630008019.84194,1630008019.8786,1630008019.88049,1630008021.91269,1630008025.06387,1630008025.06554,1630008026.0833,1630008026.08091,1630008624.27066,1
53,4,1,3,1,4,4,c4_HowHand,2,reaching?,105,H_438.jpg,1630008017.0349,1630008017.04603,0.0336799526214597,0.0333669185638428,0.0836994552612302,2.11779140472412,0.3,6.60279678344727,1.08373785018921,7.69583987236023,3,right,1.07580494880676,7.68653463363647,604.475761165619,607.235761165619,1630008019.82858,1630008019.84194,1630008019.8786,1630008019.88049,1630008021.91269,1630008026.3977,1630008026.39966,1630008027.49074,1630008027.48144,1630008624.27066,0
53,4,1,3,1,5,4,c4_HowHand,1,reaching?,110,H_364.jpg,1630008017.0349,1630008017.04603,0.0336799526214597,0.0333669185638428,0.0836994552612302,2.11779140472412,0.3,8.00331925392151,0.850316762924194,8.86280488014221,1,left,0.832109928131104,8.8536360168457,604.475761165619,607.235761165619,1630008019.82858,1630008019.84194,1630008019.8786,1630008019.88049,1630008021.91269,1630008027.79822,1630008027.80078,1630008028.65771,1630008028.64854,1630008624.27066,1
53,4,1,3,1,6,4,c4_HowHand,1,reaching?,106,H_006.jpg,1630008017.0349,1630008017.04603,0.0336799526214597,0.0333669185638428,0.0836994552612302,2.11779140472412,0.3,9.17042135238647,0.850317239761353,10.028370847702,1,left,0.843790054321289,10.0207385921478,604.475761165619,607.235761165619,1630008019.82858,1630008019.84194,1630008019.8786,1630008019.88049,1630008021.91269,1630008028.96532,1630008028.96691,1630008029.82327,1630008029.81564,1630008624.27066,1
53,4,1,3,1,7,4,c4_HowHand,1,reaching?,111,H_003.jpg,1630008017.0349,1630008017.04603,0.0336799526214597,0.0333669185638428,0.0836994552612302,2.11779140472412,0.3,10.3375234508514,0.900334358215332,11.2453088665009,1,left,0.885730028152466,11.2378578090668,604.475761165619,607.235761165619,1630008019.82858,1630008019.84194,1630008019.8786,1630008019.88049,1630008021.91269,1630008030.13243,1630008030.13404,1630008031.04021,1630008031.03276,1630008624.27066,1
53,4,1,3,1,8,4,c4_HowHand,2,reaching?,112,H_132.jpg,1630008017.0349,1630008017.04603,0.0336799526214597,0.0333669185638428,0.0836994552612302,2.11779140472412,0.3,11.5546431446075,0.933681964874268,12.4956989192963,3,right,0.920562982559204,12.4883251094818,604.475761165619,607.235761165619,1630008019.82858,1630008019.84194,1630008019.8786,1630008019.88049,1630008021.91269,1630008031.34955,1630008031.35134,1630008032.2906,1630008032.28323,1630008624.27066,0
53,4,1,3,2,1,2,c2_WhyHand,1,healthy?,21,H_627.jpg,1630008017.0349,1630008017.04603,12.7217452430725,4.80937075614929,17.5402095222473,19.6409921550751,2.10078263282776,19.7910487556458,1.1337559223175,20.9285528564453,1,left,1.1193060874939,20.9248046779633,604.475761165619,607.235761165619,1630008032.51665,1630008032.52471,1630008037.33511,1630008037.34071,1630008039.43589,1630008039.58595,1630008039.59088,1630008040.72345,1630008040.71971,1630008624.27066,1
53,4,1,3,2,2,2,c2_WhyHand,1,healthy?,18,H_438.jpg,1630008017.0349,1630008017.04603,12.7217452430725,4.80937075614929,17.5402095222473,19.6409921550751,0.3,21.2415895366669,1.61727023124695,22.8616328144073,1,left,1.59573197364807,22.8588597679138,604.475761165619,607.235761165619,1630008032.51665,1630008032.52471,1630008037.33511,1630008037.34071,1630008039.43589,1630008041.03649,1630008041.04035,1630008042.65653,1630008042.65376,1630008624.27066,1
