src_subject_id,param_session_id,run_num,param_counterbalance_ver,param_AR_invalid_sequence,param_valid_type,param_cue_location,param_target_location,param_trigger_onset,param_start_biopac,event01_param_jitter,event01_fixation_onset,event01_fixation_onset_biopac,event01_fixation_duration,event02_cue_type,event02_cue_onset,event02_cue_onset_biopac,event02_cue_duration,event03_target_type,event03_target_onset,event03_target_onset_biopac,event04_response_key,event04_response_keyname,event04_response_onset,event04_RT,event04_fixation_remainder_onset,event04_fixation_duration,event05_fixation_onset,event05_fixation_onset_biopac,param_end_instruct_onset,param_end_biopac,param_experiment_duration,RAW_event01_fixation_onset,RAW_event01_fixation_onset_biopac,RAW_event02_cue_onset,RAW_event02_cue_onset_biopac,RAW_event03_target_onset,RAW_event03_target_onset_biopac,RAW_event04_response_onset,RAW_event04_fixation_remainder_onset,RAW_event05_fixation_onset,RAW_event05_fixation_onset_biopac,RAW_param_end_instruct_onset,RAW_param_end_biopac,accuracy
111,4,2,111,1,invalid,left,right,1646690798.71417,1646690798.71653,2.8,5.53240609169006,5.54980993270874,2.80210089683533,left,8.36679577827454,8.3699779510498,0.168639183044434,right,8.58354425430298,8.58704996109009,2,right,9.05658102035522,0.473036766052246,9.56724405288696,1.02696323394775,10.6009631156921,10.6034100055695,595.88462018013,595.895786037445,598.64462018013,1646690801.48657,1646690801.50398,1646690804.32096,1646690804.32415,1646690804.53771,1646690804.54122,1646690805.01075,1646690805.52141,1646690806.55513,1646690806.55758,1646691397.35879,1646691397.36995,1
111,4,2,111,1,invalid,right,left,1646690798.71417,1646690798.71653,5,10.8343830108643,10.8491048812866,5.00152087211609,right,15.8529207706451,15.8551268577576,0.182604074478149,left,16.0529963970184,16.0553469657898,1,left,16.393355846405,0.340359449386597,16.9033133983612,1.1596405506134,18.0704147815704,18.0732088088989,595.88462018013,595.895786037445,598.64462018013,1646690806.78855,1646690806.80327,1646690811.80709,1646690811.80929,1646690812.00716,1646690812.00952,1646690812.34752,1646690812.85748,1646690814.02458,1646690814.02738,1646691397.35879,1646691397.36995,1
111,4,2,111,0,valid,left,left,1646690798.71417,1646690798.71653,3.8,18.3038349151611,18.3160870075226,3.80151510238647,left,22.1219265460968,22.1247010231018,0.183040380477905,left,22.3220002651215,22.3247208595276,1,left,22.6919829845428,0.369982719421387,23.205662727356,1.13001728057861,24.3394191265106,24.341894865036,595.88462018013,595.895786037445,598.64462018013,1646690814.258,1646690814.27026,1646690818.07609,1646690818.07887,1646690818.27617,1646690818.27889,1646690818.64615,1646690819.15983,1646690820.29359,1646690820.29606,1646691397.35879,1646691397.36995,1
111,4,2,111,0,valid,left,left,1646690798.71417,1646690798.71653,1,24.5728404521942,24.5822279453278,1.00144147872925,left,25.5898864269257,25.5922219753265,0.184049606323242,left,25.7899601459503,25.7926099300385,1,left,26.164657831192,0.374697685241699,26.6736235618591,1.1253023147583,27.8073792457581,27.8155210018158,595.88462018013,595.895786037445,598.64462018013,1646690820.52701,1646690820.5364,1646690821.54405,1646690821.54639,1646690821.74413,1646690821.74678,1646690822.11883,1646690822.62779,1646690823.76155,1646690823.76969,1646691397.35879,1646691397.36995,1
111,4,2,111,0,valid,right,right,1646690798.71417,1646690798.71653,5,28.0408003330231,28.0502610206604,5.00224661827087,right,33.0593378543854,33.0655229091644,0.182643175125122,right,33.25941157341,33.2652058601379,2,right,33.6205940246582,0.361182451248169,34.1264023780823,1.13881754875183,35.276832818985,35.2830278873444,595.88462018013,595.895786037445,598.64462018013,1646690823.99497,1646690824.00443,1646690829.01351,1646690829.01969,1646690829.21358,1646690829.21937,1646690829.57476,1646690830.08057,1646690831.231,1646690831.2372,1646691397.35879,1646691397.36995,1
111,4,2,111,1,invalid,left,right,1646690798.71417,1646690798.71653,4.4,35.5102519989014,35.5152039527893,4.40165281295776,left,39.9285655021667,39.9322779178619,0.183201313018799,right,40.1286413669586,40.1321179866791,2,right,40.4818978309631,0.353256464004517,40.995630979538,1.14674353599548,42.1460597515106,42.1484978199005,595.88462018013,595.895786037445,598.64462018013,1646690831.46442,1646690831.46937,1646690835.88273,1646690835.88645,1646690836.08281,1646690836.08629,1646690836.43607,1646690836.9498,1646690838.10023,1646690838.10267,1646691397.35879,1646691397.36995,1
111,4,2,111,0,valid,left,left,1646690798.71417,1646690798.71653,0.9,42.3794798851013,42.382355928421,0.901396989822388,left,43.2964890003204,43.3011050224304,0.184818983078003,left,43.4965641498566,43.4987449645996,1,left,43.8076059818268,0.311041831970215,44.3135352134705,1.18895816802979,45.5139830112457,45.516028881073,595.88462018013,595.895786037445,598.64462018013,1646690838.33365,1646690838.33652,1646690839.25066,1646690839.25527,1646690839.45073,1646690839.45291,1646690839.76177,1646690840.2677,1646690841.46815,1646690841.4702,1646691397.35879,1646691397.36995,1
111,4,2,111,0,valid,right,right,1646690798.71417,1646690798.71653,2.7,45.7474029064178,45.749431848526,2.70155310630798,right,48.4650835990906,48.4675319194794,0.183593273162842,right,48.665158033371,48.6676769256592,2,right,48.964094877243,0.29893684387207,49.4821290969849,1.20106315612793,50.6825771331787,50.6846969127655,595.88462018013,595.895786037445,598.64462018013,1646690841.70157,1646690841.7036,1646690844.41925,1646690844.4217,1646690844.61933,1646690844.62185,1646690844.91826,1646690845.4363,1646690846.63675,1646690846.63886,1646691397.35879,1646691397.36995,1
111,4,2,111,1,invalid,left,right,1646690798.71417,1646690798.71653,0.9,50.9159972667694,50.9184219837189,0.901246547698975,left,51.8330039978027,51.8352088928223,0.183957815170288,right,52.0330798625946,52.0360498428345,2,right,52.4267518520355,0.393671989440918,52.9500889778137,1.10632801055908,54.0504989624023,54.0526909828186,595.88462018013,595.895786037445,598.64462018013,1646690846.87017,1646690846.87259,1646690847.78717,1646690847.78938,1646690847.98725,1646690847.99022,1646690848.38092,1646690848.90426,1646690850.00467,1646690850.00686,1646691397.35879,1646691397.36995,1
111,4,2,111,0,valid,right,right,1646690798.71417,1646690798.71653,4.1,54.2839200496674,54.290275812149,4.10125994682312,right,58.4021215438843,58.4045128822327,0.182939291000366,right,58.6021974086761,58.6042549610138,2,right,58.8835918903351,0.281394481658936,59.4024951457977,1.21860551834106,60.6196157932281,60.621768951416,595.88462018013,595.895786037445,598.64462018013,1646690850.23809,1646690850.24444,1646690854.35629,1646690854.35868,1646690854.55637,1646690854.55842,1646690854.83776,1646690855.35666,1646690856.57378,1646690856.57594,1646691397.35879,1646691397.36995,1
